,tloss_e,vloss_e,rloss_e,zloss_e,val_auc,tr_auc
0,106327.0078125,,3.1438045501708984,0,0.6254825138429065,
1,31233.24609375,,3.185353994369507,0,0.6224609290289003,
2,8981.9736328125,,3.2498679161071777,0,0.6194754875739131,
3,17219.916015625,,3.2708611488342285,0,0.6237331752663766,
4,29183.310546875,,3.257204055786133,0,0.6268559614856366,
5,30943.048828125,,3.2483320236206055,0,0.6268270467984213,
6,24608.583984375,,3.229247570037842,0,0.6250343361910682,
7,16679.6328125,,3.2184090614318848,0,0.6229958507423846,
8,10974.3759765625,,3.196871519088745,0,0.6217091471613005,
9,7847.7802734375,,3.2001070976257324,0,0.623892206046061,
10,6770.93408203125,,3.191196918487549,0,0.6272896817938671,
11,7346.98095703125,,3.183206081390381,0,0.6292992525553355,
12,8823.16015625,,3.157449722290039,0,0.6276366580404517,
13,9932.9189453125,,3.142857551574707,0,0.6250271075192645,
14,9640.80859375,,3.1463518142700195,0,0.6212465121658546,
15,7968.03271484375,,3.145138740539551,0,0.6180658965721638,
16,5828.57958984375,,3.1498863697052,0,0.61815264063381,
17,4161.00830078125,,3.150346279144287,0,0.6235596871430843,
18,3310.122314453125,,3.120462417602539,0,0.6331738206421952,
19,3109.726806640625,,3.080697536468506,0,0.6317136289378189,
20,3260.696044921875,,3.085435390472412,0,0.6250054215038527,
21,3510.70947265625,,3.1303329467773438,0,0.620726047795978,
22,3634.140869140625,,3.153205394744873,0,0.6182321560236522,
23,3456.964111328125,,3.148561954498291,0,0.6196417470254016,
24,2975.1669921875,,3.12269926071167,0,0.625641544622591,
25,2367.826171875,,3.0668578147888184,0,0.6338533157917564,
26,1845.8756103515625,,3.0132858753204346,0,0.6366146684208244,
27,1510.822509765625,,3.0358519554138184,0,0.6290607063858087,
28,1358.9058837890625,,3.101236581802368,0,0.6246006158828377,
29,1350.4844970703125,,3.1442933082580566,0,0.6222440688747849,
30,1419.7392578125,,3.149250030517578,0,0.6220416660642774,
31,1459.089111328125,,3.11824631690979,0,0.6254969711865142,
32,1372.2625732421875,,3.061427354812622,0,0.6365857537336089,
33,1160.654541015625,,2.9796652793884277,0,0.6516286197574058,
34,919.770751953125,,2.8479199409484863,0,0.6386459251977041,
35,742.4254760742188,,2.9709420204162598,0,0.6233283696453614,
36,648.1734619140625,,3.1446614265441895,0,0.6162876433084186,
37,610.1621704101562,,3.1828341484069824,0,0.6195405456201477,
38,603.9940795898438,,3.144559621810913,0,0.6393977070653039,
